X:MT	X-MEN: MAGNETO TESTAMENT	2008-2009
X:MW	X-MEN: MAGNETO WAR	1999-2000
X:OMEGA	X-MEN: OMEGA	1995
X:OMO	X-MEN: ODD MEN OUT	2008
X:OS	X-MEN: ORIGINAL SIN	2008
X:P	X-MEN: PHOENIX	1999-2000
X:P&D	X-MEN: PIXIES & DEMONS	2008
X:P:LOF	X-MEN: PHOENIX - LEGACY OF FIRE	2003
X:PE	X-MEN: PHOENIX ENDSONG	2005
X:PIXIE	X-MEN: PIXIE STRIKES BACK!	2010
X:PRIME	X-MEN: PRIME	1995
X:PSCHISM	X-MEN: PRELUDE TO SCHISM	2011
X:PW	X-MEN: PHOENIX WARSONG	2006-2007
X:R	X-MEN: RONIN	2003
X:REG	X-MEN: REGENESIS	2011
X:SB	X-MEN: SWORD OF THE BRADDOCKS	2009
X:SC	X-MEN: SEARCH FOR CYCLOPS	2000-2001
X:SCHISM	X-MEN: SCHISM	2011-2012
X:SECCOM	X-MEN: SECOND COMING	2010
X:TF	X-MEN: TRUE FRIENDS	1999
X:TLLB	X-MEN: TIMES & LIFE OF LUCAS BISHOP	2009
X:TS&P	X-MEN: TO SERVE & PROTECT	2011
X:WA	X-MEN: WEDDING ALBUM	1994
X:WORLDS	X-MEN: WORLDS APART	2008-2009
X-23	X-23	2005
X-23V2	X-23 VOL. 2	2010
X-23V3	X-23 VOL. 3	2010-2012
X-23:TX	X-23: TARGET X	2007
X-CAL	X-CALIBRE	1995
X-U	X-UNIVERSE	1995
X2099	X-MEN 2099	1993-1996
X2099:O	X-MEN 2099: OASIS	1996
X2099:S	X-MEN 2099 SPECIAL	1995
XA	X-TINCTION AGENDA TPB	1992
XB	X-BABIES	1998
XBR	X-BABIES REBORN	2000
XCAL	EXCALIBUR	1988-1998
XCAL2	EXCALIBUR VOL. 2	2001
XCAL3	EXCALIBUR VOL. 3	2004-2005
XCAL4	EXCALIBUR VOL. 4 (NEW)	2006-2007
XCAL:AA	EXCALIBUR: AIR APPARENT	1991
XCAL:MM	EXCALIBUR: MOJO MAYHEM	1989
XCAL:P	EXCALIBUR: POSSESSION	1991
XCAL:WWIII	EXCALIBUR: WEIRD WAR III	1990
XCAL:XX CROSSING	EXCALIBUR: XX CROSSING	1992
XCALSE	EXCALIBUR: SPECIAL EDITION	1988
XCHRON	X-MEN CHRONICLES	1995
XCLUB	X-CLUB	2012
XEN	XEN	2002
XF	X-FACTOR	1986-1998, 2010-2013
XF2	X-FACTOR VOL. 2	2002
XF3	X-FACTOR VOL. 3	2006-2009
XF4	X-FACTOR VOL. 4 (ALL-NEW)	2014-
XF:LM	X-FACTOR: LAYLA MILLER	2008
XF:PL	X-FACTOR: PRISONER OF LOVE	1990
XF:Q&D	X-FACTOR: QUICK & THE DEAD	2008
XFOR	X-FORCE	1991-2002
XFOR2	X-FORCE VOL. 2	2004-2005
XFOR3	X-FORCE VOL. 3	2008-2010
XFOR4	X-FORCE VOL. 4	2014-
XFOR&C	X-FORCE & CABLE	1995
XFOR/C:MW	X-FORCE/CABLE: MESSIAH WAR	2009
XFOR/CHAMP	X-FORCE/CHAMPIONS	1998
XFOR/Y	X-FORCE/YOUNGBLOOD	1996
XFOR:AND	X-FORCE: AIN'T NO DOG	2008
XFOR:S&V	X-FORCE: SEX & VIOLENCE	2010
XFOR:SS	X-FORCE: SHATTERSTAR	2005
XG	X-MEN GOLD	2014
XGS	X-MEN GIANT-SIZE	2011
XINF	X-INFERNUS	2009
XM	X-MAN	1995-2001
XM/H	X-MAN/HULK	1998
XM:ASD	X-MAN: ALL SAINTS DAY	1997
XMF	X-MEN FOREVER	2001
XN2099	X-NATION 2099	1996
XNEC	X-NECROSHA	2009
XO:COL	X-MEN ORIGINS: COLOSSUS	2008
XO:CY	X-MEN ORIGINS: CYCLOPS	2010
XO:EF	X-MEN ORIGINS: EMMA FROST	2010
XO:G	X-MEN ORIGINS: GAMBIT	2008
XO:ICE	X-MEN ORIGINS: ICEMAN	2010
XO:JG	X-MEN ORIGINS: JEAN GREY	2008
XO:SABRE	X-MEN ORIGINS: SABRETOOTH	2009
XO:W	X-MEN ORIGINS: WOLVERINE	2009
XSE	XSE	1996-1997
XSOS	X-MEN SPOTLIGHT ON STARJAMMERS	1990
XSTATIX	X-STATIX	2002-2004
XSTATIX:DG	X-STATIX PRESENTS: DEAD GIRL	2006
XTERM	X-TERMINATORS	1988-1989
XU	X-MEN UNLIMITED	1993-2003
XU2	X-MEN UNLIMITED VOL. 2	2004-2006
XVSA	X-MEN VS. AVENGERS	1987
XVSATLAS	X-MEN VS. AGENTS OF ATLAS	2009-2010
XVSH	X-MEN VS. HULK	2009
XW	X-WOMEN	2010
XX	X-TREME X-MEN	2001-2004
XX2	X-TREME X-MEN VOL. 2	2012-2013
XX:SL	X-TREME X-MEN: SAVAGE LAND	2001-2002
XXX	X-TREME X-MEN: X-POSE	2003
Y/XFOR	YOUNGBLOOD/X-FORCE	1996
YA	YOUNG AVENGERS	2005-2006
YA2	YOUNG AVENGERS VOL. 2	2013-2014
YAP	YOUNG AVENGERS PRESENTS	2008
YAS	YOUNG AVENGERS SPECIAL	2006
YC	YELLOW CLAW	1956-1957
YOUNG ALLIES	YOUNG ALLIES	1941-1946
YOUNG ALLIES2	YOUNG ALLIES VOL. 2	2010-2011
YOUNG ALLIES 70AS	YOUNG ALLIES 70TH ANNIVERSARY SPECIAL	2009
YOUNG MEN	YOUNG MEN	1950-1954
YX	YOUNG X-MEN	2008-2009
